CITATION,Positive,Objective,Negative
the use of such relations mainly relations between verbs or nouns and their arguments and modifiers for various purposes has received growing attention in recent research church and hanks 1990 zernik and jacobs 1990 hindle 1990 ,0,1,0
three recent papers in this area are church and hanks 1990 hindle 1990 and smadja and mckeown 1990 ,0,1,0
in addition ic is stable even for relatively low frequency words which can be contrasted with fanos mutual information formula recently used by church and hanks 1990 to compute word cooccurrence patterns in a 44 million word corpus of associated press news stories ,0,1,0
researchers such as evans et al 1991 and church and hanks 1990 have applied robust grammars and statistical techniques over large corpora to extract interesting noun phrases and subjectverb verbobject pairs ,1,0,0
statistical data about these various cooccurrence relations is employed for a variety of applications such as speech recognition jelinek 1990 language generation smadja and mckeown 1990 lexicography church and hanks 1990 machine translation brown et al sadler 1989 information retrieval maarek and smadja 1989 and various disambiguation tasks dagan et al 1991 hindle and rooth 1991 grishman et al 1986 dagan and itai 1990 ,0,1,0
the mutual information of a cooccurrence pair which measures the degree of association between the two words church and hanks 1990 is defined as fano 1961 pxly ixy log 2 pxy log 2 1 pxpy px log 2 pyx py where px and py are the probabilities of the events x and y occurrences of words in our case and px y is the probability of the joint event a cooccurrence pair ,0,1,0
in the results we describe here we use mutual information fano 1961 2728 church and hanks 1990 as the metric for neighbourhood pruning pruning which occurs as the network is being generated ,0,1,0
thus given a hyponym definition o and a set of candidate hypernym definitions this method selects the candidate hypernym definition e which returns the maximum score given by formula 1 sco e e cwwi wj i wieoawj6e the cooccurrence weight cw between two words can be given by cooccurrence frequency mutual information church and hanks 1990 or association ratio resnik 1992 ,0,1,0
the cohesion between two words is measured as in church and hanks 1990 by an estimation of the mutual information based on their collocation frequency ,0,1,0
collocation collocations were extracted from a seven million word sample of the longman english language corpus using the association ratio church and hanks 1990 and outputted to a lexicon ,0,1,0
for instance church and hanks 1990 calculated sa in terms of mutual information between two words wl and w2 n fwlw2 iwl w2 log2 1 fwlfw2 here n is the size of the corpus used in the estimation fwl w2 is the frequency of the cooccurrence fwl and fw2 that of each word ,0,1,0
the cohesion between words has been evaluated with the mutual information measure as in church and hanks 1990 ,0,1,0
arguably the most widely used is the mutual information hindle 1990 church and hanks 1990 dagan et al 1995 luk 1995 d lin 1998a ,1,0,0
we then propose a relatively simple yet effective method for resolving translation disambiguation using mutual information mi church and hanks 1990 statistics obtained only from the target document collection ,0,1,0
the mutual information mlxy is defined as the following formula church and hanks 1990 ,0,1,0
we preferred the loglikelihood ratio to other statistical scores such as the association ratio church and hanks 1990 or 2 since it adequately takes into account the frequency of the cooccurring words and is less sensitive to rare events and corpussize dunning 1993 daille 1996 ,0,1,0
for mutual information mi we use two different equations one for twoelement compound nouns church and hanks 1990 and the other for threeelement compound nouns suet al 1994 ,0,1,0
the association relationship between two words can be indicated by their mutual information which can be further used to discover phrases church hanks 1990 ,0,1,0
there are several distance measures suitable for this purpose such as the mutual informationchurch and hanks 1990 the dice coefficientmanning and schueutze 85 1999 the phi coefficientmanning and schuetze 533 1999 the cosine measuremanning and schueutze 85 1999 and the confidencearrawal and srikant 1995 ,1,0,0
3 related work word collocation various collocation metrics have been proposed including mean and variance smadja 1994 the ttest church et al 1991 the chisquare test pointwise mutual information mi church and hanks 1990 and binomial loglikelihood ratio test blrt dunning 1993 ,0,1,0
study in collocation extraction using lexical statistics has gained some insights to the issues faced in collocation extraction church and hanks 1990 smadja 1993 choueka 1993 lin 1998 ,0,1,0
church and hanks church and hanks 1990 employed mutual information to extract both adjacent and distant bigrams that tend to cooccur within a fixedsize window ,0,1,0
the typical problems like doctornurse church and hanks 1990 could be avoided by using such information ,0,1,0
there are several basic methods for evaluating associations between words based on frequency counts choueka 1988 wettler and rapp 1993 information theoretic church and hanks 1990 and statistical significance smadja 1993 ,0,1,0
in the following sections we will use 2 statistics to measure the the mutual translation likelihood church and hanks 1990 ,0,1,0
andw2 iscomputedusinganassociationscorebased on pointwise mutual information asdefinedbyfano 1961 and used for a similar purpose in church and hanks 1990 as well as in many other studies in corpus linguistics ,0,1,0
indeed as sinopalnikova and pavel 2004 note deese 1965 was the first to conduct linguistic analyses of word association norms such as measurements of semantic similarity based on his convictions that similar words evoke similar word association responsesan approach that is somewhat reminiscent of church and hanks 1990 notion of mutual information ,0,1,0
mutual informatio n church and hanks 1990 discussed the use of the mutual information statistics as a way to identify a variety of interesting linguistic phenomena ranging from semanti c relations of the doctornurse type content wordcontent word to lexicosyntactic cooccurrence preferences between verbs and prepositions content wordfunction word ,0,1,0
the tensor has been adapted with a straightforward extension of pointwise mutual information church and hanks 1990 for threeway cooccurrences following equation 4 ,0,1,0
the first adaptation includes theswapoperationwagnerandlowrance1975 whilethesecondadaptationincludesphoneticsegment distances which are generated by applying an iterative pointwise mutual information pmi procedurechurchand hanks 1990 ,0,1,0
we used pointwise mutual information pmi church and hanks 1990 to obtain these distances ,0,1,0
a broad view of the possible scope of lexical semantics would thus be one which tries to chart out the systematic generalizable aspects of word meanings and of the relations between words drawing on readily accessible sources of lexical knowledge such as machine readable dictionaries encyclopedias and representative corpora coupled with the kind of analytic apparatus that is needed to fruitfully explore such sources for instance custombuilt parsers to cope with dictionary definitions vossen 1990 statistical programs to deal with the distributional properties of lexical items in large corpora church hanks 1990 etc at the same time this kind of massive dataacquisition should be made sensitive to the borders between perceptual experience lexical knowledge and expert knowledge ,0,1,0
1989 wettler rapp 1989 and church hanks 1990 describe algorithms which do this ,0,1,0
other representative collocation research can be found in church and hanks 1990 and smadja 1993 ,0,1,0
unlike choueka 1988 church and hanks 1990 identify as collocations both interrupted and uninterrupted sequences of words ,1,0,0
unlike church and hanks 1990 smadja 1993 goes beyond the twoword limitation and deals with collocations of arbitrary length ,0,0,1
following church and hanks 1990 they use mutual information to select significant twoword patterns but at the same time a lexical inductive process is incorporated which as they claim can improve the collection of domainspecific terms ,0,1,0
most of the previously proposed methods to extract compounds or to measure word association using mutual information mi either ignore or penalize items with low cooccurrence counts church and hanks 1990 su wu and chang 1994 because mi becomes unstable when the cooccurrence counts are very small ,0,1,0
the classifier uses mutual information mi scores rather than the raw frequences of the occurring patterns church and hanks 1990 ,0,1,0
of the works of kuplec pedersen and chen 1995 and brandow mltze and ran 1995 and advances summarmatlon technology by applynag corpusbased statistical nlp teehmques robust information extraction and readily avaalable onhne resources our prehxmnary experiments with combining different summarization features have been reported and our current effort to learn to combine these features to produce the best summaries has been described the features derived by these robust nlp techmques were also utihzed m presentmg multiple summaryvtews to the user m a novel way references advanced research projects agency 1995 proceedrigs of szth message understanding conference muc6 morgan kanfmann pubhshers brandow ron karl mltze and lisa ran 1995 automatic condensation of electromc pubhcatlous by sentence selection information processing and management 31 forthcoming bull eric 1993 a compsbased approach to language learning ph d thesm umverslty of pennsylvania church kenneth and patrick hanks 1990 word aesoclatlon norrns mutual information and lexicography computational lmgmstscs 161 church kenneth w 1995 one term or two 9 in proceedings of the 17th annual international sigir conference on research and development in informatzon retrzeral pages 310318 edmundson h p 1969 new methods m automatic abstracting journal of the acm 162 264228 fum dando glovanm gmda and carlo tasso 1985 evalutatmg importance a step towards text surnmarlzatlon in i3cai85 pages 840844ijcai aaai hahn udo 1990 topic parsing accounting for text macro structures m fulltext analysm in formaton processing and management 261135170 harman donna 1991 how effective is suttixang journal of the amerlcan sotcry for informatwn scence 421 715 harman donna 1996 overview of the fifth text retrieval conference tree5 in trec5 conference proceedings jmg y and b croft 1994 an assocatwn thesaurns for informatzon retrseval umass techmcal report 94i7 center for intelligent information retrieval university of massachusetts johnson f c c d prate w j black and a p neal 1993 ,0,1,0
ridf is like mi but different references church k and p hanks 1990word association norms mutual information and lexicography computational linguistics 161 pp ,0,1,0
a standard solution is to use a weighted linear mixture of ngram models 1 n n brown et al 1992 ,0,1,0
previous studies have shed light on the predictability of the next unix command that a user will enter motoda and yoshida 1997 davison and hirsch 1998 the next keystrokes on a small input device such as a pda darragh and witten 1992 and of the translation that a human translator will choose for a given foreign sentence nepveu et al 2004 ,0,1,0
successful approaches aimed at trying to overcome the sparse data limitation include backoff katz 1987 turinggood variants good 1953 church and gale 1991 interpolation jelinek 1985 deleted estimation jelinek 1985 church and gale 1991 similaritybased models dagan pereira and lee 1994 essen and steinbiss 1992 poslanguage models derouault and merialdo 1986 and decision tree models bahl et al 1989 black garside and leech 1993 magerman 1994 ,0,1,0
much research has been carried out recently in this area hughes and atwell 1994 finch and chater 1994 redington chater and finch 1993 brill et al 1990 kiss 1973 pereira and tishby 1992 resnik 1993 ney essen and kneser 1994 matsukawa 1993 ,0,1,0
dependency models rosenfeld 2000 use the parsed dependency structure of sentences to build the language model as in grammatical trigrams lafferty et al 1992 structured language models chelba and jelinek 2000 and dependency language models chelba et al 1997 ,0,1,0
work at the university of dundee eg aim et al 1992 todman and alm this volume has shown that the extensive use of fixed text for sequences such as greetings and prestored narratives is beneficial in aac ,0,1,0
most approaches brown et al 1992 li abe 1997 inherently extract semantic knowledge in the abstracted form of semantic clusters ,0,1,0
previous approaches to processing lnetonymy have used handconstructed ontologies or semantic networks ass 1988 iverson and hehnreich 1992 bmaud et al 1996 fass 1997 ,0,1,0
1992 describe one application of mi to identify word collocations kashioka et al ,0,1,0
we believe the benefit to limiting the size of n is connected to brown et als 1992 470 observation that as n increases the accuracy of an ngram model increases but the reliability of our parameter estimates drawn as they must be from a limited training text decreases ,0,1,0
applications of word clustering include language modeling brown et al 1992 text classification baker and mccallum 1998 thesaurus construction lin 1998 and so on ,0,1,0
we have used a stateoftheart chinese handwriting recognizer li et al 1992 developed by atc ccl itri taiwan as the basis of our experiments ,0,1,0
for a class bigram model find v c to maximize t ili pwi iwlpwilwi1 alternatively perplexity jardino an d adda 1993 or average mutual information brown et al 1992 can be used as the characteristic value for optimization ,0,1,0
introduction classbased language models brown et al 1992have been proposed for dealing with two problems confronted by the wellknown word ngram language models 1 data sparseness the amount of training data is insufficient for estimating the huge number of parameters and 2 domain robustness the model is not adaptable to new application domains ,0,1,0
have been proposed hindle 1990 brown et al 1992 pereira et al 1993 tokunaga et al 1995 ,0,1,0
in future work we plan to experiment with richer representations eg including longrange ngrams rosenfeld 1996 class ngrams brown et al 1992 grammatical features amaya and benedy 2001 etc ,0,1,0
2008 who employ clusters of related words constructed by the brown clustering algorithm brown et al 1992 for syntactic processing of texts ,0,1,0
models of this type include brown et al 1992 zitouni 2007 which use semantic word clustering and bahl et al 1990 which uses variablelength context ,0,1,0
various clustering techniques have been proposed brown et al 1992 jardino and adda 1993 martin et al 1998 which perform automatic word clustering optimizing a maximumlikelihood criterion with iterative clustering algorithms ,0,1,0
the smoothing methods proposed in the literature overviews are provided by dagan lee and pereira 1999 and lee 1999 can be generally divided into three types discounting katz 1987 classbased smoothing resnik 1993 brown et al 1992 364 computational linguistics volume 28 number 3 pereira tishby and lee 1993 and distanceweighted averaging grishman and sterling 1994 dagan lee and pereira 1999 ,0,1,0
the distortion probabilities are classbased they depend on the word class ff of a covered source word f as well as on the word class ee of the previously generated target word e the classes are automatically trained brown et al 1992 ,0,1,0
similaritybased smoothing hindle 1990 brown et al 1992 dagan marcus and markovitch 1993 pereira tishby and lee 1993 dagan lee and pereira 1999 provides an intuitively appealing approach to language modeling ,1,0,0
previous work has demonstrated that this scoring function is able to provide high discrimination power for a variety of applications su chiang and lin 1992 chen et al 1991 su and chang 1990 ,0,1,0
successful approaches aimed at trying to overcome the sparse data limitation include backoff katz 1987 turinggood variants good 1953 church and gale 1991 interpolation jelinek 1985 deleted estimation jelinek 1985 church and gale 1991 similaritybased models dagan pereira and lee 1994 essen and steinbiss 1992 poslanguage models derouault and merialdo 1986 and decision tree models bahl et al 1989 black garside and leech 1993 magerman 1994 ,0,1,0
introduction many applications that process natural language can be enhanced by incorporating information about the probabilities of word strings that is by using statistical language model information church et al 1991 church and mercer 1993 gale church and yarowsky 1992 liddy and paik 1992 ,0,1,0
furthermore our model is not necessarily nativist these biases may be innate but they may also be the product of some other earlier learning algorithm as the results of ellison 1992 and brown et al ,0,1,0
several authors for example krovetz and croft 1989 guthrie et al 1991 slator 1992 cowie guthrie and guthrie 1992 janssen 1992 bradenharder 1993 liddy and paik 1993 have attempted to improve results by using supplementary fields of information in the electronic version of the longman dictionary of contemporary english ldoce in particular the box codes and subject codes provided for each sense ,0,1,0
since then supervised learning from sensetagged corpora has since been used by several researchers zernik 1990 1991 hearst 1991 leacock towell and voorhees 1993 gale church and yarowsky 1992d 1993 bruce and wiebe 1994 miller et al ,0,1,0
a similar view underlies the classbased methods cited in section 243 brown et al 1992 pereira and tishby 1992 pereira tishby and lee 1993 ,0,1,0
this set of context vectors is then clustered into a predetermined number of coherent clusters or context groups using buckshot cutting et al 1992 a combination of the em algorithm and agglomerative clustering ,0,1,0
regardless of whether it takes the form of dictionaries lesk 1986 guthrie et al 1991 dagan itai and schwall 1991 karov and edelman 1996 thesauri yarowsky 1992 walker and amsler 1986 bilingual corpora brown et al 1991 church and gale 1991 or handlabeled training sets hearst 1991 leacock towell and voorhees 1993 niwa and nitta 1994 bruce and wiebe 1994 providing information for sense definitions can be a considerable burden ,0,1,0
another body of related work is the literature on word clustering in computational linguistics brown et al 1992 finch 1993 pereira tishby and lee 1993 grefenstette 1994a and document clustering in information retrieval van rijsbergen 1979 willett 1988 sparckjones 1991 cutting et al 1992 ,0,1,0
the second approach sekine et al 1992 chang luo and su 1992 resnik 1993a grishman and sterling 1994 alshawi and carter 1994 takes triples verb prep noun2 and nounl prep noun2 like those in table 10 as training data for acquiring semantic knowledge and performs ppattachment disambiguation on quadruples ,0,1,0
3 24 intonation annotations for our intonation annotation we have annotated the intonational phrase boundaries using the tobi tones and break indices definition silverman et al 1992 ,0,1,0
1992 and magerman 1994 used the clustering algorithm of brown et al ,0,1,0
413 alternative paraphrasing techniques to investigate the effect of paraphrase quality on automatic evaluation we consider two alternative paraphrasing resources latent semantic analysis lsa and brown clustering brown et al 1992 ,0,1,0
this can also be interpreted as a generalization of standard classbased models brown et al 1992 ,0,1,0
4 can be used to motivate a novel classbased language model and a regularized version of minimum discrimination information mdi models della pietra et al 1992 ,0,1,0
the most popular nondatasplitting methods for predicting test set crossentropy or likelihood are aic and variants such as aicc quasiaic qaic and qaicc akaike 1973 hurvich and tsai 1989 lebreton et al 1992 ,0,1,0
1999 and lee 1999 can be generally divided into three types discounting katz 1987 classbased smoothing resnik 1993 brown et al 1992 pereira et al 1993 and distanceweighted averaging grishman and sterling 1994 dagan et al 1999 ,0,1,0
2 related work a large amount of previous research on clustering has been focused on how to find the best clusters brown et al 1992 kneser and ney 1993 yamamoto and sagisaka 1999 ueberla 1996 pereira et al 1993 bellegarda et al 1996 bai et al 1998 ,0,1,0
many traditional clustering techniques brown et al 1992 attempt to maximize the average mutual information of adjacent clusters 21 2 12 2121 log ww wp wwp wwpwwi 2 where the same clusters are used for both predicted and conditional words ,0,1,0
proceedings of the 40th annual meeting of the association for cently semantic resources have also been used in collocation discovery pearce 2001 smoothing and model estimation brown et al 1992 clark and weir 2001 and text classi cation baker and mccallum 1998 ,0,1,0
most systems extract cooccurrence and syntactic information from the words surrounding the target term which is then converted into a vectorspace representation of the contexts that each target term appears in brown et al 1992 pereira et al 1993 ruge 1997 lin 1998b ,0,1,0
in many applications it is natural and convenient to construct classbased language models that is models based on classes of words brown et al 1992 ,0,1,0
agglomerative clustering eg brown et al 1992 li 1996 can produce hierarchical word categories from an unannotated corpus ,0,1,0
for example we can use automatically extracted hyponymy relations hearst 1992 shinzato and torisawa 2004 or automatically induced mn clusters rooth et al 1999 torisawa 2001 ,0,1,0
in addition the clustering methods used such as hmms and browns algorithm brown et al 1992 seem unable to adequately capture the semantics of mns since they are based only on the information of adjacent words ,0,0,1
they constructed word clusters by using hmms or browns clustering algorithm brown et al 1992 which utilize only information from neighboring words ,0,1,0
to scale lms to larger corpora with higherorder dependencies researchers work completed while this author was at google inc have considered alternative parameterizations such as classbased models brown et al 1992 model reduction techniques such as entropybased pruning stolcke 1998 novel represention schemes such as suffix arrays emami et al 2007 golomb coding church et al 2007 and distributed language models that scale more readily brants et al 2007 ,0,1,0
22 brown clustering algorithm in order to provide word clusters for our experiments we used the brown clustering algorithm brown et al 1992 ,0,1,0
129 5 active learning whereas a passive supervised learning algorithm is provided with a collection of training examples that are typically drawn at random an active learner has control over the labelled data that it obtains cohn et al 1992 ,0,1,0
we have 11 hypernym patterns based on patterns proposed by hearst 1992 and snow et al 2005 12 sibling patterns which are basically conjunctions and 13 partof patterns based on patterns proposed by girju et al 2003 and cimiano and wenderoth 2007 ,0,1,0
53 performance of taxonomy induction in this section we compare the following automatic taxonomy induction systems he the system by hearst 1992 with 6 hypernym patterns gi the system by girju et al ,0,1,0
clusteringbased approaches usually represent word contexts as vectors and cluster words based on similarities of the vectors brown et al 1992 lin 1998 ,0,1,0
agglomerative clustering brown et al 1992 caraballo 1999 rosenfeld and feldman 2007 yang and callan 2008 iteratively merges the most similar clusters into bigger clusters which need to be labeled ,0,1,0
previous approaches eg miller et al 2004 and koo et al 2008 have all used the brown algorithm for clustering brown et al 1992 ,0,1,0
52 a data recovery task in the second evaluation the estimation method had to distinguish between members of two sets of 8it should be emphasized that the tws method uses only a monolingual target corpus and not a bilingual corpus as in other methods brown et al 1991 gale et al 1992 ,0,1,0
however only recently has work been done on the automatic computation of such relationships from text quantifying similarity between words and clustering them brown et al 1992 pereira et al 1993 ,0,1,0
the notion of incrementally merging classes of lexical items is intuitively satisfying and is explored in detail in brown et al 1992 ,1,0,0
272 similaritybased estimation was first used for language modeling in the cooccurrence smoothing method of essen and steinbiss 1992 derived from work on acoustic model smoothing by sugawara et al ,0,1,0
the classbased approaches brown et al 1992 resnik 1992 pereira et al 1993 calculate cooccurrence data of words belonging to different classes rather than individual words to enhance the cooccurrence data collected and to cover words which have low occurrence frequencies ,0,1,0
on the other hand the thesaurusbased method of yarowsky 1992 may suffer from loss of information since it is semiclassbased as well as data sparseness since h classes used in resnik 1992 are based on the wordnet taxonomy while classes of brown et al ,0,1,0
these 30 questions are determined by growing a classification tree on the word vocabulary as described in brown et al 1992 ,0,1,0
finally inducing lexical semantics from distributional data eg brown et al 1992 church et al 1989 is also a form of surface cueing ,0,1,0
given that semantically similar words can be identified automatically on the basis of distributional properties and linguistic cues brown et al 1992 pereira et al 1993 hatzivassiloglou and mckeown 1993 identifying the semantic orientation of words would allow a system to further refine the retrieved semantic similarity relationships extracting antonyms ,0,1,0
wang and hirschberg 1992 wightman and ostendorf 1994 stolcke and shriberg 1996a kompe et al 1994 mast et al 1996 and on speech repair detection and correction eg ,0,1,0
black et al 1992 materman 1995 we treat the word identities as a further refinement of the pos tags thus we build a word classification tree for each pos tag ,0,1,0
in our experiments the class assignment is performed by maximizing the mutual information between adjacent phrases following the line described in brown 301 et al 1992 with only the modification that candidates to clustering are phrases instead of words ,0,1,0
to cope with this problem we 898 use the concept of class proposed for a word ngram model brown et al 1992 ,0,1,0
to avoid this problem we use the concept of class proposed for a word ngram model brown et al 1992 ,0,1,0
syntagmatic strategies for determining similarity have often been based on statistical analyses of large corpora that yield clusters of words occurring in similar bigram and trigram contexts eg brown et al 1992 yarowsky 1992 as well as in similar predicateargument structure contexts eg grishman and sterling 1994 ,0,1,0
furthermore early work on classbased language models was inconclusive brown et al 1992 ,0,1,0
in this spirit we introduce a generalization of the classic kgram models widely used for string processing brown et al 1992 ney et al 1995 to the case of trees ,0,1,0
for better probability estimation the model was extended to work with hidden word classes brown et al 1992 ward and issar 1996 ,0,1,0
in the literature approaches to construction of taxonomies of concepts have been proposed brown et al 1992 mcmahon and smith 1996 sanderson and croft 1999 ,0,1,0
the second type has clear interpretation as a probability model but no criteria to determine the number of clusters brown et al 1992 kneser and ney 1993 ,0,1,0
the idea of word class brown et al 1992 gives a general solution to this problem ,0,1,0
examples have been classbased d2gram models brown et al 1992 kneser and ney 1993 smoothing techniques for structural disambiguation li and abe 1998 and word sense disambiguation shutze 1998 ,0,1,0
among various language modeling approaches ngram modeling has been widely used in many applications such as speech recognition machine translation katz 1987 jelinek 1989 gale and church 1990 brown et al 1992 yang et al 1996 bai et al 1998 zhou et al 1999 rosenfeld 2000 gao et al 2002 ,0,1,0
the corpus used for training our models was on the order of 100000 words whereas that used by brown et al 1992 was around 1000 times this size ,0,1,0
in this article we used the algorithm of brown et al 1992 to initialize the model ,0,1,0
since there is no practical way of determining the classification a0 which maximizes this quantity for a given corpus brown et al 1992 use a greedy algorithm which proceeds from the initial classification performing the merge which results in the least loss in mutual information at each stage ,0,1,0
1994 uses the mutual information clustering algorithm described in brown et al 1992 ,0,1,0
it has been known for some years that good performance can be realized with partial tagging and a hidden markov model cutting et al 1992 ,0,1,0
fortunately using distributional characteristics of term contexts it is feasible to induce partofspeech categories directly from a corpus of suf cient size as several papers have made clear brown et al 1992 schcurrency1utze 1993 clark 2000 ,0,1,0
our approach to inducing syntactic clusters is closely related to that described in brown et al 1992 which is one of the earliest papers on the subject ,0,1,0
clark 2000 reports results on a corpus containing 12 million terms schcurrency1utze 1993 on one containing 25 million terms and brown et al 1992 on one containing 365 million terms ,0,1,0
this paper is heavily indebted to prior work on unsupervised learning of position categories such as brown et al 1992 schtze 1997 higgins 2002 and others cited there ,1,0,0
a key example is that of classbased language models brown et al 1992 dagan et al 1999 where clustering approaches are used in order to partition words determined to be similar into sets ,0,1,0
this approach to term clustering is closely related to others from the literature brown et al 1992 clark 20002 recall that the mutual information between random variables a0 and a1 can be written a2a4a3a6a5a8a7a10a9a11a13a12a15a14a17a16a19a18a21a20a23a22a25a24a27a26a29a28 a14a17a16a19a18a21a20a23a22a25a24 a14a17a16a19a18a30a24a31a14a17a16a19a22a32a24 1 here a0 and a1 correspond to term and context clusters respectively each event a18 and a22 the observation of some term and contextual term in the corpus ,0,1,0
many approaches for pos tagging have been developed in the past including rulebased tagging brill 1995 hmm taggers brants 2000 cutting and others 1992 maximumentropy models rathnaparki 1996 cyclic dependency networks toutanova et al 2003 memorybased learning daelemans et al 1996 etc all of these approaches require either a large amount of annotated training data for supervised tagging or a lexicon listing all possible tags for each word for unsupervised tagging ,0,1,0
these problems include collocation discovery pearce 2001 smoothing and estimation brown et al 1992 clark and weir 2001 and question answering pasca and harabagiu 2001 ,0,1,0
8 related research classbased lms brown et al 1992 or factored lms bilmes and kirchhoff 2003 are very similar to our tc scenario ,0,1,0
the approach is related but not identical to distributional similarity for details see brown et al 1992 and liang 2005 ,0,1,0
a number of knowledgerich jacobs and rau 1990 calzolari and bindi 1990 mauldin 1991 and knowledgepoor brown et al 1992 hindle 1990 ruge 1991 grefenstette 1992 methods have been proposed for recognizing when words are similar ,0,1,0
other statistical systems that address word classification probleans do not emphasize the use of linguistic knowledge and do not deal with a specific word classbrown et al 1992 or do not exploit as much linguistic knowledge as we do pereira et al 1993 ,0,0,1
similarly the sense disambiguation problem is typically attacked by comparing the distribution of the neighbors of a words occurrence to prototypical distributions associated with each of the words senses gale et al 1992 schtltze 1992 ,0,1,0
5 conclusions and future work the results of the evaluation are exlremely encouraging especially considering that disambiguating word senses to the level of finegrainedness found in wordnet is quite a bit more difficult than disambiguation to the level of homographs hearst 1991 cowie et al 1992 ,0,1,0
for example the sets of tags and rule labels have been clustered by our team grmmtrian while a vocabulary of about 60000 words has been clustered by machine brown et al 1992 ushioda 1996a ushioda 1996b ,0,1,0
the concept of mutual information taken from information theory was proposed as a measure of word association church 1990 jelinek et al 19901992 dagan 1995 ,0,1,0
semantic classification programs brown et al 1992 hatzivassiloglou and mckeown 1993 pereira et al 1993 use statistical information based on cooccurrence with appropriate marker words to partition a set of words into semantic groups or classes ,0,1,0
many authors claim that classbased methods are more robust against data sparseness problems dagan1994 pereira 1993 brown et al 1992 ,0,1,0
brown et al 1992 ,0,1,0
cutting et al 1992 feldweg 1995 the tagger for grammatical functions works with lexical and contextual probability measures pq ,0,1,0
aggregate models based on higherorder ngrams brown et al 1992 might be able to capture multiword structures such as noun phrases ,0,1,0
82 2 aggregate markov models in this section we consider how to construct classbased bigram models brown et al 1992 ,0,1,0
though several algorithms brown et al 1992 pereira tishby and lee 1993 have been proposed 100 9o 80 4o 20 1000 goo 80 41111 2 5 10 15 20 25 30 5 10 15 20 25 30 iteration of em iteration of em a b figure 1 plots of a training and b test perplexity versus number of iterations of the em algorithm for the aggregate markov model with c 32 classes ,0,1,0
several authors have used mutual information and similar statistics as an objective function for word clustering dagan et al 1993 brown et al 1992 pereira et al 1993 wang et al 1996 for automatic determination of phonemic baseforms lucassen mercer 1984 and for language modeling for speech recognition ries ct al 1996 ,0,1,0
as with similar work eg brown et al 1992 the size of the corpus makes preprocessing such as lemmatization pos tagging or partial parsing too costly ,0,0,1
this is in contrast to work by researchers such as schiitze and pedersen 1992 brown et al 1992 and futrelle and gauch 1995 where it is often the most frequent words in the lexicon which are clustered predominantly with the purpose of determining their grammatical classes ,0,1,0
precursors to this work include pereira et al 1993 brown et al 1992 brill kapur 1993 jelinek 1990 and brill et al 1990 and as applied to child language acquisition finch chater 1992 ,0,1,0
in the link grammar framework lagerty et al 1992 della pietra et al 1994 strictly local contexts are naturally combined with longdistance information coming from longrange trigrams ,0,1,0
most clustering schemes etal 1992 kneser and ney 1993 pereira et al 1993 mccandless and glass 1993 bellegarda et al 1996 saul and pereira 1997 use the average entropy reduction to decide when two words fall into the same cluster ,0,1,0
cutting et al 1992 feldweg 1995 the tagger for grammatical functions works with lexical 1 selbst besucht adv vvpp himself visited hat peter sabine vafin ne ne has peter sabine peter never visited sabine himself l hie adv never figure 2 example sentence and contextual probability measures po depending on the category of a mother node q ,0,1,0
their weights are calculated by deleted interpolation brown et al 1992 ,0,1,0
toiletbathroom since the word facility is the subject of employ and is modified by new in 3 we retrieve other words that appeared in the same contexts and obtain the following two groups of selectors the log a column shows the likelihood ratios dunning 1993 of these words in the local contexts subjects of employ with top20 highest likelihood ratios word freq iogk word freq org 64 504 plant 14 310 company 27 286 operation 8 230 industry 9 146 firm 8 135 pirate 2 121 unit 9 932 shift 3 848 postal service 2 773 machine 3 656 corporation 3 647 manufacturer 3 621 insurance company 2 606 aerospace 2 581 memory device 1 579 department 3 555 foreign office 1 541 enterprise 2 539 pilot 2 537 org includes all proper names recognized as organizations 18 modifiees of new with top20 highest likelihood ratios word freq logk post 432 9529 issue 805 9028 product 675 8886 rule 459 8758 law 356 5415 technology 237 3827 generation 150 3232 model 207 3193 job 260 2692 system 318 2518 word freq log bonds 223 2454 capital 178 2418 order 228 2365 version 158 2237 position 236 2073 high 152 2012 contract 279 1981 bill 208 1949 venture 123 1937 program 283 1838 since the similarity between sense 1 of facility and the selectors is greater than that of other senses the word facility in 3 is tagged sense the key innovation of our algorithm is that a polysemous word is disambiguated with past usages of other words ,0,1,0
we adopted loglikelihood ratio danning 1993 which gave the best pertbrmance among crude noniterative methods in our test experiments 6 ,0,1,0
several techniques and results have been reported on learning subcategorization frames sfs from text corpora webster and marcus 1989 brent 1991 brent 1993 brent 1994 ushioda et al 1993 manning 1993 ersan and charniak 1996 briscoe and carroll 1997 carroll and minnen 1998 carroll and rooth 1998 ,0,1,0
however dunning 1993 pointed out that for the purpose of corpus statistics where the sparseness of data is an important issue it is better to use the loglikelihood ratio ,0,1,0
as the strength of relevance between a target compound noun t and its cooccurring word r the feature value of r wtr is deflned by the log likelihood ratio dunning 1993 1 as follows ,0,1,0
the value of distdt can be defined in various ways and they found that using loglikelihood ratio see dunning 1993 worked best which is represented as follows 0 log log d k k td k k i m ii i i m ii i where k i and k i are the frequency of a word w i in dw and d 0 respectively and w 1w m is the set of all words in d 0 as stated in introduction distdt is normalized by the baseline function which is referred as b dist here ,0,1,0
