CITATION,Positive,Objective,Negative
classes can be induced directly from the corpus using distributional clustering pereira tishby and lee 1993 brown et al 1992 lee and pereira 1999 or taken from a manually crafted taxonomy resnik 1993 ,0,1,0
for this purpose we present a datadriven beam search algorithm similar to the one used in speech recognition search algorithms ney et al 1992 ,0,1,0
52 pseudodisambiguation task pseudodisambiguation tasks have become a standard evaluation technique gale church and yarowsky 1992 sch utze 1992 pereira tishby and lee 1993 sch utze 1998 lee 1999 dagan lee and pereira 1999 golding and roth 1999 rooth et al 1999 evenzohar and roth 2000 lee 2001 clark and weir 2002 and in the current setting we may use a nouns neighbors to decide which of two cooccurrences is the most likely ,0,1,0
in addition explicitly using the left context symbols allows easy use of smoothing techniques such as deleted interpolation bahl jelinek and mercer 1983 clustering techniques brown et al 1992 and model refinement techniques lin chiang and su 1994 to estimate the probabilities more reliably by changing the window sizes of the context and weighting the various estimates dynamically ,0,1,0
this scoring function has been successfully applied to resolve ambiguity problems in an englishtochinese machine translation system behaviortran chen et al 1991 and a spoken language processing system su chiang and lin 1991 1992 ,0,1,0
illustrative clusterings of this type can also be found in pereira tishby and lee 1993 brown della pietra mercer della pietra and lai 1992 kneser and ney 1993 and brill et al ,0,1,0
much research has been carried out recently in this area hughes and atwell 1994 finch and chater 1994 redington chater and finch 1993 brill et al 1990 kiss 1973 pereira and tishby 1992 resnik 1993 ney essen and kneser 1994 matsukawa 1993 ,0,1,0
notice that most incontext and dictionary translations of source words are bounded within the same category in a typical thesaurus such as the lloce mcarthur 1992 and cilin mei et al 1993 ,0,1,0
it is potentially useful in other natural language processing tasks such as the problem of estimating ngram models brown et al 1992 or the problem of semantic tagging cucchiarelli and velardi 1997 ,0,1,0
for handling word identities one could follow the approach used for handling the pos tags eg black et al 1992 magerman 1994 and view the pos tags and word identities as two separate sources of information ,0,1,0
in information retrieval word similarity can be used to identify terms for pseudorelevance feedback harman 1992 buckley et al 1995 xu and croft 2000 vechtomova and robertson 2000 ,0,1,0
a re nement of this model is the classbased ngram where the words are partitioned into equivalence classes brown et al 1992 ,0,1,0
in addition we developed a word clustering procedure based on a standard approach brown et al 1992 that optimizes conditional word clusters ,0,1,0
table 2 three types of classbased mslms on switchboardi swbd and icsi meeting mr corpora of swbd mr classes brown mmi mcmi brown mmi mcmi 100 689 03 684 03 682 03 789 30 773 28 768 28 500 689 03 683 03 679 03 787 31 771 28 767 28 1000 689 03 682 03 679 03 790 31 772 27 769 28 1500 690 03 682 03 680 03 796 31 774 27 774 27 2000 690 03 683 03 680 03 801 31 776 27 779 27 jv j 685 03 783 27 table 3 classbased mslm on switchboard eval2003 size 100 500 1000 1500 2000 jv j 3gram 4gram ppl 658 655 656 657 661 679 721 763 reduction 86 89 88 87 83 58 0 58 classbased language models brown et al 1992 whittaker and woodland 2003 yield great bene ts when data sparseness abounds ,0,1,0
srilm stolcke 2002 can produce classes to maximize the mutual information between the classes icwtcwt 1 as described in brown et al 1992 ,0,1,0
to compare different clustering algorithms results with the standard method of brown et al 1992 srilms ngramclass are also reported ,0,1,0
we consider three class models models s m and l defined as pscjc1cj1w1wj1pngcjcj2cj1 pswjc1cjw1wj1pngwjcj pmcjc1cj1w1wj1pngcjcj2cj1wj2wj1 pmwjc1cjw1wj1pngwjwj2wj1cj plcjc1cj1w1wj1pngcjwj2cj2wj1cj1 plwjc1cjw1wj1pngwjwj2cj2wj1cj1cj model s is an exponential version of the classbased ngram model from brown et al 1992 model m is a novel model introduced in chen 2009 and model l is an exponential version of the model indexpredict from goodman 2001 ,0,1,0
42 models with prior distributions minimum discrimination information models della pietra et al 1992 are exponential models with a prior distribution qyx pyx qyxexp summationtextf i1 ifixy zx 14 the central issue in performance prediction for mdi models is whether qyx needs to be accounted for ,0,1,0
we compare the following model types conventional ie nonexponential word ngram models conventional ibm class ngram models interpolated with conventional word ngram models brown et al 1992 and model m all conventional ngram models are smoothed with modified kneserney smoothing chen and goodman 1998 except we also evaluate word ngram models with katz smoothing katz 1987 ,0,1,0
while we can only compare class models with word models on the largest training set for this training set model m outperforms the baseline katzsmoothed word trigram model by 19 absolute6 4 domain adaptation in this section we introduce another heuristic for improving exponential models and show how this heuristic can be used to motivate a regularized version of minimum discrimination information mdi models della pietra et al 1992 ,0,1,0
classes can be induced directly from the corpus pereira et al 1993 brown et al 1992 or taken from a manually crafted taxonomy resnik 1993 ,0,1,0
and we consider that word pairs that have a small distance between vectors also have similar word neighboring characteristics brown et al 1992 bai et al 1998 ,0,1,0
words are encoded through an automatic clustering algorithm brown et al 1992 while tags labels and extensions are normally encoded using diagonal bits ,0,1,0
recent research yamamoto et al 2001 shows that using different clusters for predicted and conditional words can lead to cluster models that are superior to classical cluster models which use the same clusters for both words brown et al 1992 ,0,1,0
for example we would like to know that if a jj jj 7we also tried using word clusters brown et al 1992 instead of pos but found that pos was more helpful ,0,0,1
in classbased ngram modeling brown et al 1992 for example classbased ngrams are used to determine the probability of occurrence of a pos class given its preceding classes and the probability of a particular word given its own pos class ,0,1,0
distributional clustering and dimensionality reduction techniques are typically applied when linguistically meaningful classes are desired schutze 1995 clark 2000 finch et al 1995 probabilistic models have been used to find classes that can improve smoothing and reduce perplexity brown et al 1992 saul and pereira 1997 ,0,1,0
to group the letters into classes we employ a hierarchical clustering algorithm brown et al 1992 ,0,1,0
patternbased approaches are known for their high accuracy in recognizing instances of relations if the patterns are carefully chosen either manually berland and charniak 1999 kozareva et al 2008 or via automatic bootstrapping hearst 1992 widdows and dorow 2002 girju et al 2003 ,0,1,0
class based models brown et al pereira et al 1993 hirschman 1986 resnik 1992 distinguish between unobserved cooccurrences using classes of similar words ,0,1,0
one other published model for grouping semantically related words brown et al 1992 is based on a statistical model of bigrams and trigrams and produces word groups using no linguistic knowledge but no evaluation of the results is reported ,0,1,0
brown et al 1992 where the same idea of improving generalization and accuracy by looking at word classes instead of individual words is used ,0,1,0
1 introduction previous corpusbased sense disambiguation methods require substantial amounts of sensetagged training data kelly and stone 1975 black 1988 and hearst 1991 or aligned bilingual corpora brown et al 1991 dagan 1991 and gale et al 1992 ,0,1,0
classbased methods brown et al 1992 pereira tishby and lee 1993 resnik 1992 cluster words into classes of similar words so that one can base the estimate of a word pairs probability on the averaged cooccurrence probability of the classes to which the two words belong ,0,1,0
since there is no wellagreed to definition of what an utterance is we instead focus on intonational phrases silverman et al 1992 which end with an acoustically signaled boundary lone ,0,1,0
an exception is the use of similarity for alleviating the sparse data problem in language modeling essen steinbiss 1992 brown et al 1992 dagan et al 1994 ,0,1,0
clustering can be done statistically by analyzing text corpora wilks et al 1989 brown et al 1992 pereira et al 1995 and usually results in a set of words or word senses ,0,1,0
in some cases class or part of speech ngrams are used instead of word ngramsbrown et al 1992 chang and chen 1996 ,0,1,0
there have been a number of methods proposed in the literature to address the word clustering problem eg brown et al 1992 pereira et al 1993 li and abe 1996 ,0,1,0
our method is a natural extension of those proposed in brown et al 1992 and li and abe 1996 and overcomes their drawbacks while retaining their advantages ,0,0,1
the mutual information clustering algorithmbrown et al 1992 were used for this ,0,1,0
brown et al 1992 ,0,1,0
these tasks include collocation discovery pearce 2001 smoothing and model estimation brown et al 1992 clark and weir 2001 and text classi cation baker and mccallum 1998 ,0,1,0
proceedings of the conference on empirical methods in natural 2 automatic thesaurus extraction the development of large thesauri and semantic resources such as wordnet fellbaum 1998 has allowed lexical semantic information to be leveraged to solve nlp tasks including collocation discovery pearce 2001 model estimation brown et al 1992 clark and weir 2001 and text classi cation baker and mccallum 1998 ,0,1,0
the clusters were found automatically by attempting to minimize perplexity brown et al 1992 ,0,1,0
brown et al 1992 is one of the first works to use statistical methods of distributional analysis to induce clusters of words ,0,1,0
while we have shown an increase in performance over a purely syntactic baseline model the algorithm of brown et al 1992 there are a number of avenues to pursue in extending this work ,0,0,1
the observation probabilities for a given state representing a certain word class are determined by the relative frequencies of words belonging to that class as determined by the algorithm of brown et al 1992 the probabilities of other words are set to a small initial value ,0,1,0
since these morphological generalizations are based on the initial categorization provided by the algorithm of brown et al 1992 we hope that they will foster speedy convergence of hnn training ,0,1,0
for example the classbased language model of brown et al 1992 is defined as pw2w1 pw2c2pc2c1 1 this helps solve the sparse data problem since the number of classes is usually much smaller than the number of words ,1,0,0
there are many choices for modeling cooccurrence data brown et al 1992 pereira et al 1993 blei et al 2003 ,0,1,0
this merging of contexts is different than clustering words eg clark 2000 brown et al 1992 but is applicable as word clustering relies on knowing which contexts identify the same category ,0,1,0
the technique is based on word class models pioneered by brown et al 1992 which hierarchically 151 conll03 conll03 muc7 muc7 web component test data dev data dev test pages 1 baseline 8365 8925 7472 7128 7141 2 1 gazetteer match 8722 9161 8583 8043 7446 3 1 word class model 8682 9085 8025 7988 7226 4 all external knowledge 8855 9249 8450 8323 7444 table 4 utility of external knowledge ,0,1,0
brown et al 1992 peter f brown vincent j della pietra petere v desouza jenifer c lai and robert l mercer ,0,1,0
other researchers have also reported similar problems of excessive resource demands with the collect all neighbors model gale et al 1992 ,0,1,0
it has been used for diverse problems such as machine translation and sense disambiguation gale et al 1992 schiltze 1992 ,0,1,0
31 distributionally derived groupings distributional cluster brown et al 1992 head body hands eye voice arm seat hair mouth word head 17 alternatives 00000 crown peak summit head top subconceptofupperbound 00000 principal school principal head teacher head educator who has executive authority 00000 head chief top dog subeoncept of leader 00000 head a user of usually soft drugs 01983 head the head of the page the head of the fist 01983 beginning head origin root source the point or place where something begins 00000 pass head straits a difficult juncture a pretty pass 00000 headway head subconcept of progress progression advance 00903 point hod a vshaped mark at one end of an arrow pointer 00000 heading head a line of text serving to indicate what the passage below it is about 00000 mind head intellect psyche that which is responsible for your thoughts and feelings 05428 head the upper or front part of the body that contains the faee and brains 00000 toilet lavatory can head facility john privy bathroom 00000 head the striking part of a tool hammerhead 01685 head a part that projects out from the rest the head of the nail pinhead 00000 drumhead head stretched taut 00000 oral sex head oralgenital stimulation word body 8 alternatives 00000 body an individual 3dimensional object that has mass 00000 gathering assemblage assembly body confluence group of people together in one place 00000 body people associated by some common tie or occupation 00000 body the centralmessage of a communication 09178 torso trunk body subconcept of body part member 00000 body organic structure the entire physical structure of an animal or human being 60 00822 consistency consistence body subeoncept of property 00000 fuselage body the central portion of an airplane word hands 00000 00653 00653 00000 00000 00000 02151 07196 00000 00000 10 alternatives hand subconeept of linear unit hired hand hand hired man a hired laborer on a farm or ranch bridge player hand we need a 4th hand for bridge hand deal the cards held in a card game by a given player at any given time hand a round of applause to signify approval give the little lady a great big hand handwriting cursive hand script something written by hand hand ability he wanted to try his hand at singing hand manus hook mauler mitt paw the distal extremity of the superior limb hand subconcept of pointer hand physical assistance give me a hand with the chores word eye 4 alternatives 01479 center centre middle heart eye approximately central within some region 01547 eye good judgment she has an eye for fresh talent 06432 eye eyeball oculus optic peeper organ of sight 00542 eye a sanall hole or loop as in a needle word voice 7 alternatives 00000 01414 01122 02029 03895 00000 01539 voice the relation of the subject of a verb to the action that the verb denotes spokesperson spokesman interpreter representative mouthpiece voice voice vocalization the sound made by the vibration of vocal folds articulation voice expressing in coherent verbal form i gave voice to my feelings part voice the melody carried by a particular voice or instrument in polyphonic music voice the ability to speak he lost his voice voice the distinctive sound of a persons speech i recognized her voice word arm 6 alternatives 00000 branch subdivision arm an administrative division a branch of congress 06131 arm eornrnonly used to refer to the whole superior limb 00346 weapon arm weapon system used in fighting or hunting 02265 sleeve arm attached at armhole 01950 arm any projtion that is thought to resemble an arm the arm of the record player 00346 arm the part of an armchair that supports the elbow and forearm of a seated person word seat 6 alternatives 00000 seat a city from which authority is exercised 00000 seat place a space reserved for sitting 07369 buttocks arse butt backside burn buns can 02631 seat covers the buttocks 00402 seat designed for sitting on 00402 seat where one sits word hair 5 00323 02313 10000 10000 10000 alternatives hair pilus threadlike keratinous filaments growing from the skin of mammals hair tomentum filamentous hairlike growth on a plant hair follicular growth subeoncept of externalbody part hair mane head of hair hair on the head hair hairy covering of an animal or body part word mouth 5 alternatives 00000 mouth the point where a stream issues into a larger body of water 00000 mouth an opening that resembles a mouth as of a cave or a gorge 00613 sass sassing baektalk lip mouth an impudent or insolent rejoinder 09387 mouth oral cavity subconcept of cavity body cavity bodily cavity 09387 mouth trap hole maw yap muzzle suout list includes informal terms for mouth this group was among classes handselected by brown et al as particularly interesting ,0,1,0
61 distributional cluster brown et al 1992 tie jacket suit word tie 7 alternatives 00000 00000 00000 10000 00000 00000 00000 draw standoff tie stalemate affiliation association tie tieup a social or business relationship tie crosstie sleeper subconcept of brace bracing necktie tie link linkup tie tiein something that serves to join or link drawstring string tie cord used as a fastener tie tie beam used to prevent two rafters eg from spreading apart word jacket 4 alternatives 00000 book jacket dust cover subeoncept of promotional material 00000 jacket crown jacket artificial crown fitted over a broken or decayed tooth 00000 jacket subconceptofwrapping wrap wrapper 10000 jacket a short coat word suit 4 alternatives 00000 suit suing subconcept of entreaty prayer appeal 10000 suit suit of clothes subconcept of garment 00000 suit any of four sets of13 cards in a paek 00000 legal action action case lawsuit suit a judicial proceeding this cluster was derived by brown et al using a modification of their algorithm designed to uncover semantically sticky clusters ,0,1,0
distributional cluster brown et al 1992 cost expense risk profitability deferral earmarks capstone cardinality mintage reseller word cost 2 alternatives 05426 cost price terms damage the amount of money paid for something 04574 monetary value price cost the amount of money it would bring if sold word expense 2 alternatives 10000 expense expenditure outlay outgo spending disbursal disbursement 00000 expense a detriment or sacrifice at the expense of word risk 2 alternatives 06267 hazard jeopardy peril risk subconeept of danger 03733 risk peril danger subeonceptofventure word profitability 1 alternatives 10000 profitableness profitability subconcept of advantage benefit usefulness word deferral 3 alternatives 06267 abeyance deferral recess subconcept of inaction inactivity inactiveness 03733 postponement deferment deferral moratorium an agreed suspension of activity 03733 deferral subconeeptofpause wait word earmarks 2 alternatives 02898 earmark identification mark on the ear of a domestic animal 07102 hallmak trademark earmark a distinguishing characteristic or attribute word capstone 1 alternatives 10000 capstone coping stone stretcher used at top of wall word eardinality not in wordnet word mintage 1 alternatives 62 10000 coinage mintage specie metal money subconcept of cash word reseller not in wordnet this cluster was one presented by brown et al as a randomlyselected class rather than one handpicked for its coherence ,0,1,0
bensch and savitch 1992 brill 1991 brown et al 1992 grefenstette 1994 mckcown and hatzivassiloglou 1993 pereira et al 1993 schtltze 1993 ,0,1,0
2 hierarchical clustering of words several algorithms have been proposed for automatically clustering words based on a large corpus jardino and adda 91 brown et al 1992 kneser and ney 1993 martin et al 1995 ueberla 1995 ,0,1,0
the reader is referred to ushioda 1996 and brown et al 1992 for details of mi clustering but we will first briefly summarize the mi clustering and then describe our hierarchical clustering algorithm ,0,1,0
however the aforementioned sdt techniques require word classesbrown et al 1992 to help prevent data fragmentation and a sophisticated smoothing algorithm to mitigate the effects of any fragmentation that occurs ,0,1,0
in all other respects our work departs from previous research on broadcoverage 16 i t i i i i i i i i i i i i i i i i i i i i i 1 i i i i i i i 1 i i i i probabilistic parsing which either attempts to learn to predict grrarntical structure of test data directly from a training treebank brill 1993 collins 1996 eisner 1996 jelinek et al 1994 magerman 1995 skine and orishman 1995 sharman et al 1990 or employs a grammar and sometimes a dictionary to capture linguistic expertise directly black et al 1993a grinberg et al 1995 schabes 1992 but arguably at a less detailed and informative level than in the research reported here ,0,1,0
in contrast approaches to wsd attempt to take advantage of many different sources of information eg see mcroy 1992 ng and lee 1996 bruce and wiebe 1994 it seems possible to obtain benefit from sources ranging from local collocational clues yarowsky 1993 to membership in semantically or topically related word classes arowsky 1992 resnik 1993 to consistency of word usages within a discourse gale et al 1992 and disambignation seems highly lexically sensitive in effect requiring specialized disamhignators for each polysemous word ,0,1,0
their weights are calculated by deleted interpolation brown et al 1992 ,0,1,0
in section 2 we examine aggregate markov models or classbased bigram models brown et al 1992 in which the mapping from words to classes 81 is probabilistic ,0,1,0
our approach differs in important ways from the use of hidden markov models hmms for classbased language modeling jelinek et al 1992 ,0,1,0
in practice texts contain an enormous number of word sequences brown et al 1992 only a tiny fraction of which are nccs and it takes considerable computational effort to induce each translation model ,0,1,0
various methods are based on mutual information between classes see brown et al 1992 mcmahon and smith 1996 kneser and ney 1993 jardino and adda 1993 martin liermann and ney 1995 ueberla 1995 ,0,1,0
another application of hard clustering methods in particular bottomup variants is that they can also produce a binary tree which can be used for decisiontree based systems such as the spatter parser magerman 1995 or the atr decisiontree partofspeech tagger black et al 1992 ushioda 1996 ,0,1,0
brown brown et al 1992 uses the same bigrams and by means of a greedy algorithm forms the hierarchical clusters of words ,0,1,0
while schiitze and pedersen 1993 brown et al 1992 and futrelle and gauch 1993 all demonstrate the ability of their systems to identify word similarity using clustering on the most frequently occurring words in their corpus only grefenstette 1992 demonstrates his system by generating word similarities with respect to a set of target words ,0,1,0
while previous researchers have used agglomerative nesting clustering eg brown et al 1992 futrelle and gauch 1993 comparisons with our work are difficult to draw due to their use of the 1000 commonest words from their respective corpora ,0,1,0
in brown et al 1992 the authors provide some sample subtrees resulting from such a 1000word clustering ,0,1,0
clustering algorithms have been previously shown to work fairly well for the classification of words into syntactic and semantic classes brown et al 1992 but determining the optimum number of classes for a hierarchical cluster tree is an ongoing difficult problem particularly without prior knowledge of the item classification ,0,0,1
the fact that information consisting of nothing more than bigrams can capture syntactic information about english has already been noted by brown et al 1992 ,0,1,0
black et al 1992 magerman 1994 and view the pos tags and word identities as two separate sources of information ,0,1,0
7another related measure is dunning 1993s likelihood ratio tests for binomial and multinomial distributions which are claimed to be effective even with very much smaller volumes of text than is necessary for other tests based on assumed normal distributions ,1,0,0
for example in the context of syntactic disambiguation black 1993 and magerman 1995 proposed statistical parsing models basedon decisiontree learning techniques which incorporated not only syntactic but also lexicalsemantic information in the decisiontrees ,0,1,0
e max fl f e 23 11 y now the problem of learning probabilistic subcategorization preference is stated as for every verbnoun collocation e in c estimating the probability distribution pfl 6resnik 1993 applys the idea of the kl distance to measuring the association of a verb v and its object noun class c our definition of ekt corresponds to an extension of resniks association score which considers dependencies of more than one casemarkers in a subcategorization frame ,0,1,0
the problem of choosing an appropriate level in the hierarchy at which to represent a particular noun sense given a predicate and argument position has been investigated by resnik 1993 li and abe 1998 and llibas 1995 ,0,1,0
for instance mutual information church ct al 1990 and the loglikelihood dunning 1993 methods for extracting word bigrams have been widely used ,1,0,0
mutual infornaation involves a problem in that it is overestimated for lowfrequency terms iunning 1993 ,0,1,0
using the values computed above pl 7tl k2 p2 77 2 kl k2 p 7z 1 it 2 taking these probabilities to be binomially distributed the log likelihood statistic dunning 1993 is given by 2 log a 2log lpt kl rtl log lp2 k2 rl2 log lp kl n2 log lp k2 n2 where log lp n k k logp z klog1 p according to this statistic tile greater the value of 2 log a for a particular pair of observed frame and verb the more likely that frame is to be valid sf of the verb ,0,1,0
5 comparison with related work preliminary work on sf extraction from coqora was done by brent 1991 brunt 1993 brent 1994 and webster and marcus 1989 ushioda et al 1993 ,0,1,0
in the first step the scores are initialized according to the g 2 statistic dunning 1993 ,0,1,0
we describe the experiment in greater detail 2the particular verbs selected were looked up in levin 1993 and the class for each verb in the classification system defined in stevenson and merlo 1997 was selected with some discussion with linguists ,0,1,0
for example in john saw mary yesterday at the station only john and mary are required arguments while the other constituents are optional adjuncts3 the problem of sf identification using statistical methods has had a rich discussion in the literature ushioda et al 1993 manning 1993 briscoe and carroll 1997 brent 1994 also see the refences cited in sarkar and zeman 2000 ,0,1,0
ther background on this method of hypothesis testing the reader is referred to bickel and doksum 1977 dunning 1993 ,0,1,0
using the values computed above p1 k1n 1 p2 k2n 2 p k1k2n 1n2 taking these probabilities to be binomially distributed the log likelihood statistic dunning 1993 is given by 2 log 2log lp1k1n1log lp2k2n2 log lpk1n2 log lpk2n2 where log lpnkk log pn k log1 p according to this statistic the greater the value of 2 log for a particular pair of observed frame and verb the more likely that frame is to be valid sf of the verb ,0,1,0
for instance the mutual information church et al 1990 and loglikelihood ratio dunning 1993 cohen 1995 have been widely used for extracting word bigrams ,1,0,0
the scores were then weighted by the inverse of their height in the tree and then summed together similarly to the procedure in resnik 1993 ,0,1,0
methods 41 experiment 1 held out data to examine the generalizability of classifiers trained on the automatically generated data a c45 decision tree classifier quinlan 1993 was trained and tested on the held out test set described above ,0,1,0
each word i in the context vector of w is then weighted with a measure of its association with w we chose the loglikelihood ratio test dunning 1993 to measure this association the context vectors of the target words are then translated with our general bilingual dictionary leaving the weights unchanged when several translations are proposed by the dictionary we consider all of them with the same weight the similarity of each source word s for each target word t is computed on the basis of the cosine measure the similarities are then normalized to yield a probabilistic translation lexicon pts ,0,1,0
31 the likelihood ratio we adopted a method for collocation discovery based on the likelihood ratio dunning 1993 ,0,1,0
the starting point is the log likelihood ratio log dunning 1993 ,0,1,0
in the ineast system leuski et al 2003 the identification of relevant terms is oriented towards multidocument summarization and they use a likelihood ratio dunning 1993 which favours terms which are representative of the set of documents as opposed to the full collection ,0,1,0
we apply the log likelihood principle dunning 1993 to compute this score ,0,1,0
the candidates were then ranked according to the scores assigned by four association measures the loglikelihood ratio g2 dunning 1993 pearsons chisquared statistic x2 manning and schutze 1999 169172 the tscore statistic t church et al 1991 and mere cooccurrence frequency f4 tps were identified according to the definition of krenn 2000 ,0,1,0
the evaluation results also confirm the argument of dunning 1993 who suggested g2 as a more robust alternative to x2 ,1,0,0
smadja 1993 which is the classic work on collocation extraction uses a twostage filtering model in which in the first step ngram statistics determine possible collocations and in the second step these candidates are submitted to a syntactic valida7of course lexical material is always at least partially dependent on the domain in question ,0,1,0
almost all of these measures can be grouped into one of the following three categories a0 frequencybased measures eg based on absolute and relative cooccurrence frequencies a0 informationtheoretic measures eg mutual information entropy a0 statistical measures eg chisquare ttest loglikelihood dices coefficient the corresponding metrics have been extensively discussed in the literature both in terms of their mathematical properties dunning 1993 manning and schutze 1999 and their suitability for the task of collocation extraction see evert and krenn 2001 and krenn and evert 2001 for recent evaluations ,0,1,0
22 the choice of cooccurrence qeasure and matrix distance there c many alternatives to measure cooccurrence between two words x and y church 1990 dunning 1993 ,0,1,0
1 introduction phrasebased systems flat and hierarchical alike koehn et al 2003 koehn 2004b koehn et al 2007 chiang 2005 chiang 2007 have achieved a much better translation coverage than wordbased ones brown et al 1993 but untranslated words remain a major problem in smt ,0,1,0
thus the alignment set is denoted as 1 ialiaia ii we adapt the bilingual word alignment model ibm model 3 brown et al 1993 to monolingual word alignment ,0,1,0
this further supports the claim by dunning 1993 that loglikelihood ratio is much less sensitive than pmi to low counts ,1,0,0
as a result we can use collocation measures like pointwise mutual information church and hanks 1989 or the loglikelihood ratio dunning 1993 to predict the strong association for a given cue ,0,1,0
by default the loglikelihood ratio measure llr is proposed since it was shown to be particularly suited to language data dunning 1993 ,1,0,0
collocation map that is first suggested in itan 1993 is a sigmoid belief network with words as probabilistic variables ,0,1,0
this results also agree with dunnings argument about overestimation on the infrequent occurrences in which many infrequent pairs tend to get higher estimation dunning 1993 ,1,0,0
the problem is due to the assumption of normality in naive frequency based statistics according to dunning 1993 ,0,1,0
proceedings of eacl 99 determinants of adjectivenoun plausibility maria lapata and scott mcdonald and frank keller school of cognitive science division of informatics university of edinburgh 2 buccleuch place edinburgh eh8 9lw uk mlap scottm keller cogsciedacuk abstract this paper explores the determinants of adjectivenoun plausibility by using correlation analysis to compare judgements elicited from human subjects with five corpusbased variables cooccurrence frequency of the adjectivenoun pair noun frequency conditional probability of the noun given the adjective the loglikelihood ratio and resniks 1993 selectional association measure ,0,1,0
we employ the loglikelihood ratio as a measure of the collocational status of the adjectivenoun pair dunning 1993 daille 1996 ,0,1,0
we estimated the probabilities pc i pi and pc similarly to resnik 1993 by using relative frequencies from the bnc together with wordnet miller et al 1990 as a source of taxonomic semantic class information ,0,1,0
the second attempts to instill knowledge of collocations in the data we use the technique described by dunning 1993 to compute multiword expressions and then mark words that are commonly used as such with a feature that expresses this fact ,0,1,0
1 introduction word associations cooccurrences have a wide range of applications including speech recognition optical character recognition and information retrieval ir church and hanks 1991 dunning 1993 manning and schutze 1999 ,0,1,0
many studies focus on rare words dunning 1993 moore 2004 butterflies are more interesting than moths ,0,1,0
5httpclcsokayamauacjprsc jacabit a4a6a5 which gathers the set of cooccurrence units a7 associated with the number of times that a7 and a2 occur together a8a6a9a10a9 a5 a11 in order to identify speci c words in the lexical context and to reduce wordfrequency effects we normalize context vectors using an association score such as mutual information fano 1961 or loglikelihood dunning 1993 ,0,1,0
4 pattern switching the compositional translation presents problems which have been reported by baldwin and tanaka 2004 brown et al 1993 fertility swts and mwts are not translated by a term of a same length ,0,1,0
many methods have been proposed to measure the cooccurrence relation between two words such as 2 church and mercer1993 mutual information church and hanks 1989 pantel and lin 2002 ttest church and hanks 1989 and loglikelihood dunning1993 ,0,1,0
before training the classifiers we perform feature ablation by imposing a count cutoff of 10 and by limiting the number of features to the top 75k features in terms of log likelihood ratio dunning 1993 ,0,1,0
choueka 1988 regarded mwe as connected collocations a sequence of neighboring words whose exact meaning cannot be derived from the meaning or connotation of its components which means that mwes also have low st as some pioneers provide mwe identiflcation methods which are based on association metrics am such as likelihood ratio dunning 1993 ,0,1,0
a boundarybased model of cooccurrence assumes that both halves of the bitext have been segmented into s segments so that segment ui in one half of the bitext and segment vi in the other half are mutual translations 1 i s under the boundarybased model of cooccurrence there are several ways to compute cooccurrence counts coocu v between word types u and v in the models of brown della pietra della pietra and mercer 1993 reviewed in section 43 s coocr v eiu jv 12 i1 where ei and j5 are the unigram frequencies of u and v respectively in each aligned text segment i for most translation models this method produces suboptimal results however when eiu 1 and v 1 ,0,1,0
due to the parameter interdependencies introduced by the onetoone assumption we are unlikely to find a method for decomposing the assignments into parameters that can be estimated independently of each other as in brown et al 1993b equation 26 ,0,1,0
in informal experiments described elsewhere melamed 1995 i found that the g 2 statistic suggested by dunning 1993 slightly outperforms 2 ,1,0,0
bilingual lexicographers can work with bilingual concordancing software that can point them to instances of any link type induced from a bitext and display these instances sorted by their contexts eg simard foster and perrault 1993 ,0,1,0
the performance of crosslanguage information retrieval with a uniform t is likely to be limited in the same way as the performance of conventional information retrieval without termfrequency information ie where the system knows which terms occur in which documents but not how often buckley 1993 ,0,1,0
1993b this model is symmetric because both word bags are generated together from a joint probability distribution ,0,1,0
dunning 1993 has called attention to the loglikelihood ratio g 2 as appropriate for the analysis of such contingency tables especially when such contingency tables concern very low frequency words ,0,1,0
dunning 1993 argues for the use of g 2 rather than x 2 based on an analysis of the sampling distributions of g 2 and x 2 and results obtained when using the statistics to acquire highly associated bigrams ,0,1,0
dunning 1993 argues for the use of g 2 rather than x 2 based on the claim that the sampling distribution of g 2 approaches the true chisquare distribution quicker than the sampling distribution of x 2 however agresti 1996 page 34 makes the opposite claim the sampling distributions of x 2 and g 2 get closer to chisquared as the sample size n increasesthe convergence is quicker for x 2 than g 2 in addition pedersen 2001 questions whether one statistic should be preferred over the other for the bigram acquisition task and cites cressie and read 1984 who argue that there are some cases where the pearson statistic is more reliable than the loglikelihood statistic ,0,1,0
alternative classbased estimation methods the approaches used for comparison are that of resnik 1993 1998 subsequently developed by ribas 1995 and that of li and abe 1998 which has been adopted by mccarthy 2000 ,0,1,0
the x 2 statistic is performing at least as well as g 2 and the results show that the average level of generalization is slightly higher for g 2 than x 2 this suggests a possible explanation for the results presented here and those in dunning 1993 that the x 2 statistic provides a less conservative test when counts in the contingency table are low ,0,1,0
the example paper we use throughout the article is f pereira n tishby and l lees distributional clustering of english words acl1993 cmp lg9408011 it was chosen because it is the paper most often cited within our collection ,0,1,0
we measured associations using the loglikelihood measure dunning 1993 for each combination of target category and semantic class by converting each cell of the contingency into a 22 contingency table ,0,1,0
their systems output was an ordered list of possible parts according to some statistical metrics eg the loglikelihood metric dunning 1993 ,0,1,0
